start_id,iteration,objective_value,w1,w2,w3,w7,w9,w10,w11,avg_power,t_rise_50,delay_ps,pdp
6,1,-13082.092416083591,4.48964e-05,2.53101e-11,2.53101e-11,1.13633e-15,1137.4416819471674,1264.8559938034525,1110.1768914247352,794.5986219563536,639.9569799193989,758.3557992322545,830.5745947584332
5,1,-1438523.6552192445,2.85162e-05,1.00001e-05,1.00001e-05,2.85167e-10,1243.4895893134433,1007.5457113482175,1322.0627147991624,646.0602755641715,637.4735351579104,707.9633233005801,778.3066501387908
1,1,-12075.382201014569,7.05392e-05,4.69776e-11,4.69776e-11,3.31377e-15,1118.3338937051492,1022.8317509941179,949.1492107566357,834.4357789849074,622.8571403003477,713.4743806554027,764.7975601107232
3,1,-12756.268385664916,7.49696e-05,4.68326e-11,4.68326e-11,3.51102e-15,918.455539478486,1323.7424082925568,1158.8043078996907,801.6428779946681,615.8975717185939,699.8215733667348,847.2438840817281
8,1,-12153.68170542688,2.64168e-05,4.6043e-11,4.6043e-11,1.21631e-15,1055.27378250227,1136.122644662208,1039.3594644442308,730.9063204445245,654.0928896953358,838.9021491152052,617.821986849666
4,1,-13402.680985534553,7.33016e-05,1.96309e-11,1.96309e-11,1.43898e-15,1165.6443982005278,1309.8589732362932,1139.6598774286676,733.7533037729369,764.9729902428056,832.5137636861643,747.6746561998808
7,1,-13052.795785209926,7.12414e-05,4.78566e-11,4.78566e-11,3.40937e-15,1099.813743174969,1276.764901795508,1172.6615066037928,579.242567083522,775.718376780964,781.3882239605363,828.7230782056712
2,1,-2983731.638460303,5.94223e-05,1.00002e-05,1.00002e-05,5.94232e-10,953.084101623425,964.4918673422799,1339.2749040434016,700.6120815232374,727.540729682078,857.4231346890841,740.4212962480169
8,2,-12157.233393258879,3.96218e-05,4.60426e-11,4.60426e-11,1.82429e-15,1055.21059005427,1136.0594777342078,1039.3154325002308,730.8622745525245,654.0296389473358,838.8389032512052,617.758564589666
4,2,-13402.088671718551,7.32981e-05,1.96301e-11,1.96301e-11,1.43884e-15,1165.6007334805279,1309.8152966362932,1139.6158277086677,733.7092528649368,764.9287957628056,832.4695956941644,747.6428287118808
6,2,-13081.47420579559,4.48924e-05,2.53082e-11,2.53082e-11,1.13614e-15,1137.4126673571673,1264.8269814574526,1110.1328562687352,794.5545815203535,639.8979211393989,758.2968099722546,830.5303151824332
1,2,-12074.763302534568,7.05352e-05,4.69774e-11,4.69774e-11,3.31356e-15,1118.2899293451492,1022.7877987341179,949.1051026926358,834.3916661249074,622.8130074643477,713.4302524394027,764.7532344667233
2,2,-12431.960113974455,5.78634e-10,1.00002e-05,1.00002e-05,5.78643e-15,953.040101623425,964.4478673422799,1330.716887015405,678.1060365992375,718.5207116860782,848.821117573085,707.8612312160176
7,2,-13052.321575665927,7.12377e-05,4.78565e-11,4.78565e-11,3.40919e-15,1099.799418094969,1276.720911915508,1172.6174198357928,579.198334279522,775.716870880964,781.3441331445363,828.6788396816712
5,2,-73591.6606381928,3.8046e-07,4.99952e-11,4.99952e-11,1.90212e-17,7517.102332865444,7281.058100495908,-1821.0615712608371,3776.6665367201717,6910.982751679254,-2437.07496663142,7051.817483443369
3,2,-12755.649561064916,7.49655e-05,4.68324e-11,4.68324e-11,3.51082e-15,918.411575558486,1323.6984390925568,1158.7602254436906,801.598758534668,615.8534324585939,699.7774228427348,847.1996016017281
5,3,-73508.77783480468,3.8046e-07,4.99952e-11,4.99952e-11,1.90212e-17,7517.053932868832,7281.009700495908,-1803.4433752510322,3776.6181367066197,6910.934351685546,-2413.4937609544277,7051.769083439981
1,3,-12074.082527173769,7.05309e-05,4.69771e-11,4.69771e-11,3.31333e-15,1118.2415685491492,1022.739451006118,949.0565835802358,834.3431419789074,622.7644611027478,713.3817111114028,764.7044762583232
8,3,-12156.92416022288,3.96194e-05,4.60424e-11,4.60424e-11,1.82418e-15,1055.18858895427,1136.0374896142077,1039.2934084982307,730.8402388025245,654.0076098193358,838.8168756412052,617.736448781666
6,3,-13080.839103847591,4.48897e-05,2.53575e-11,2.53575e-11,1.13829e-15,1137.3643794031673,1264.7786971334526,1110.0679950415351,794.5061356855535,639.8658503797989,758.2811863554546,830.4650979248332
3,3,-12754.968816844115,7.49611e-05,4.68322e-11,4.68322e-11,3.51059e-15,918.3632154884859,1323.6500729725567,1158.7117346936907,801.550227370668,615.8048792725939,699.7288575083348,847.1508911157281
7,3,-13051.799924907526,7.12336e-05,4.78565e-11,4.78565e-11,3.40899e-15,1099.7836590549691,1276.672523289508,1172.5689243909928,579.149678195122,775.7152119709641,781.2956332469363,828.6301773052712
2,3,-23697.365330407112,6.12026e-07,4.84092e-11,4.84092e-11,2.96277e-17,953.1157159892839,964.5234837651387,1330.792595833864,-6325.030137700303,718.5320490369371,848.7724387885274,707.8115735395022
4,3,-13401.437176874553,7.32941e-05,1.96292e-11,1.96292e-11,1.4387e-15,1165.552701804528,1309.7672521342931,1139.5673728230677,733.6607966241369,764.8801816412056,832.4210109513643,747.6078174586809
5,4,-73418.48413352118,3.8046e-07,4.99952e-11,4.99952e-11,1.90212e-17,7517.000692872559,7280.956460495908,-1784.2509581913591,3776.5648966917124,6910.881111685014,-2387.805527387785,7051.7158434362545
3,4,-12754.220005816996,7.49562e-05,4.68319e-11,4.68319e-11,3.51034e-15,918.310019145286,1323.5968702405567,1158.6583946557307,801.496843090268,615.7514707679939,699.6754353742948,847.0973096343681
4,4,-13400.720511161913,7.32898e-05,1.96281e-11,1.96281e-11,1.43854e-15,1165.4998669609279,1309.714402915893,1139.5140726618677,733.6074949722168,764.8267063204056,832.3675676810443,747.5693040686009
6,4,-13086.87765278099,7.48123e-05,2.52558e-11,2.52558e-11,1.88944e-15,1137.3112599917672,1264.7075562482526,1110.0147114912152,794.4528475565935,639.8125996785589,758.2640576365945,830.4115787875132
2,4,-23635.858204928772,6.12025e-07,4.83739e-11,4.83739e-11,2.9606e-17,953.0915159863799,964.4992840264987,1330.768394037982,-6294.4218318338335,718.5078492198891,848.7482392437295,707.7873718660722
7,4,-13051.226100809527,7.12291e-05,4.78564e-11,4.78564e-11,3.40877e-15,1099.7663222475692,1276.619295534708,1172.5155796679128,579.0961567684819,775.7133841352841,781.2422833595763,828.5766486912312
1,4,-12073.333671531529,7.0526e-05,4.69767e-11,4.69767e-11,3.31308e-15,1118.1883714073492,1022.686268505318,949.0032126098358,834.2897651521074,622.7110601582277,713.3283159700427,764.6508419628832
8,4,-12156.60593491488,3.96194e-05,4.60424e-11,4.60424e-11,1.82417e-15,1055.1643867278701,1136.0133017868077,1039.2691813216306,730.8159984611245,653.9833759877358,838.8032075296052,617.712120642666
2,5,-23568.52649986564,6.12025e-07,4.84092e-11,4.84092e-11,2.96276e-17,953.0648937681353,964.4726620685977,1330.7417739818138,-6260.91565400115,718.4812269374903,848.7216169610645,707.7607519645662
4,5,-13399.999500442029,7.32851e-05,1.9626e-11,1.9626e-11,1.43829e-15,1165.4417483401478,1309.6901149317112,1139.4554424845476,733.5488629208488,764.7678834675256,832.3087800836923,747.5269379925409
5,5,-73320.21241779152,3.8046e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.942128876658,7280.897896495908,-1763.3640963682553,3776.506332678243,6910.822547684428,-2359.8493516065973,7051.657279435669
3,5,-12753.396335344605,7.49508e-05,4.68317e-11,4.68317e-11,3.51007e-15,918.251503167766,1323.5383469425367,1158.5997206139748,801.4381200890081,615.6927211201139,699.6166710268508,847.0383697120521
1,5,-12072.509963973682,7.05207e-05,4.69764e-11,4.69764e-11,3.31281e-15,1118.1298545513691,1022.6277677544381,948.9445044838318,834.2310509354475,622.6523190606918,713.2695809631628,764.5918442378992
7,5,-13050.594848291696,7.12242e-05,4.78563e-11,4.78563e-11,3.40852e-15,1099.7472497096892,1276.560745297248,1172.4569004725247,579.037283199178,775.7113698265041,781.1835984834803,828.5177671572231
8,5,-12151.91802230352,2.64122e-05,4.60422e-11,4.60422e-11,1.21608e-15,1055.1377652637702,1135.9866962947076,1039.2541506846906,730.7893352302445,653.9567197845358,838.7881732191051,617.6853606747061
6,5,-13083.298935903049,5.98488e-05,2.5256e-11,2.5256e-11,1.51154e-15,1137.2937366047872,1264.6900355232726,1109.9970744634552,794.4352073078135,639.8129732237088,758.2463664903745,830.4027843381132
4,6,-13399.206387830496,7.32798e-05,1.96236e-11,1.96236e-11,1.43802e-15,1165.377817535188,1309.6633934142114,1139.390949353916,733.4843676643441,764.703178393778,832.2441137910256,747.4803337627852
8,6,-12155.688196724195,3.96145e-05,4.6042e-11,4.6042e-11,1.82393e-15,1055.0957125636742,1135.9446611638116,1039.2120677948526,730.7472377872525,653.9146288421479,838.7460844435851,617.643155766774
2,6,-23494.854591618852,6.12025e-07,4.86141e-11,4.86141e-11,2.9753e-17,953.0356117646215,964.4433782326164,1330.7124922362743,-6224.255083965058,718.4519427430972,848.692333040458,707.7314700773019
3,6,-12752.49027940179,7.49448e-05,4.68314e-11,4.68314e-11,3.50977e-15,918.1871355924941,1323.4739716368167,1158.5351794901453,801.373524787622,615.6280968295479,699.5520302446624,846.9735361196066
1,6,-12071.603874948456,7.05149e-05,4.6976e-11,4.6976e-11,3.31251e-15,1118.0654863318932,1022.5634169284701,948.8799255452274,834.1664652971215,622.5877038534021,713.2049724555948,764.5269470625187
6,6,-13082.947394370878,5.98469e-05,2.52557e-11,2.52557e-11,1.51148e-15,1137.2645466966771,1264.6608486897726,1109.9677595504872,794.4058889981335,639.8034698677368,758.2269282788785,830.3732101037532
7,6,-13049.900467515094,7.12187e-05,4.78561e-11,4.78561e-11,3.40825e-15,1099.7262670191033,1276.4963397139402,1172.392353035496,578.9725219508416,775.7091496418385,781.1190448620931,828.4529975342348
5,6,-73213.37212611713,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.877708473437,7280.833476097197,-1740.657656361519,3776.441912260849,6910.758127281208,-2329.45774785255,7051.5928590318035
7,7,-13049.1366702366,7.12127e-05,4.7856e-11,4.7856e-11,3.40796e-15,1099.7031825163367,1276.4254935723013,1172.3213508547642,578.9012841524969,775.7067019822985,781.048036162017,828.3817508780851
3,7,-12751.493626163996,7.49383e-05,4.68311e-11,4.68311e-11,3.50944e-15,918.1163312596949,1323.4031588005248,1158.4641838287582,801.3024699560974,615.5570097556131,699.4809253842552,846.902219097054
4,7,-13398.333895801175,7.32741e-05,1.9621e-11,1.9621e-11,1.43771e-15,1165.3074929411075,1309.633994146829,1139.320006839359,733.4134228113263,764.6320030961053,832.1729811525419,747.4290669133184
8,7,-12155.483060973185,3.96149e-05,4.60419e-11,4.60419e-11,1.82395e-15,1055.081070070292,1135.9300275282346,1039.1974108947265,730.7325729224225,653.8999673008249,838.7314245274131,617.6284372426791
6,7,-13082.582832690543,5.98452e-05,2.52558e-11,2.52558e-11,1.51144e-15,1137.2324379588072,1264.6287433339735,1109.9355132750632,794.3736388574855,639.7820838732366,758.2164762461347,830.3516628005714
5,7,-73097.35286815143,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.806846029186,7280.762613656488,-1716.0023791026272,3776.3710498010078,6910.687264836956,-2296.4577083626027,7051.521996586844
1,7,-12070.607175162433,7.05085e-05,4.69756e-11,4.69756e-11,3.31218e-15,1117.9946812904695,1022.4926310199054,948.8088887127625,834.0954207406506,622.5166271253836,713.1339035224446,764.4555601696003
1,8,-12069.510765489089,7.05014e-05,4.69751e-11,4.69751e-11,3.31181e-15,1117.9167957449035,1022.4147665204841,948.7307482749999,834.0172721182762,622.4384428025119,713.0557276959794,764.37703458739
7,8,-13048.296477963597,7.12062e-05,4.78559e-11,4.78559e-11,3.40764e-15,1099.677785977654,1276.3475628164986,1172.2432484559592,578.8229229640613,775.7040030091149,780.9699262021898,828.3033795563205
3,8,-12750.397318537805,7.49311e-05,4.68307e-11,4.68307e-11,3.50908e-15,918.0384464936158,1323.3252646806036,1158.386088679181,801.2243096414204,615.4788143640283,699.4027100378072,846.823770372246
4,8,-13397.46373199843,7.32678e-05,1.96168e-11,1.96168e-11,1.43728e-15,1165.2751590474975,1309.6016476255322,1139.2419696836025,733.3353835509555,764.5537102686654,832.0947352502097,747.3726705727522
5,8,-72971.52934682653,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.728897345186,7280.684664972488,-1689.2659434010434,3776.293101095182,6910.6093161482795,-2260.6721268536985,7051.4440478973875
8,8,-12155.256503090599,3.96128e-05,4.60418e-11,4.60418e-11,1.82384e-15,1055.0649639234605,1135.913931205514,1039.181288320693,730.7164415711095,653.8838402817838,838.7152987001493,617.6122475425888
1,9,-12068.304806904209,7.04937e-05,4.69747e-11,4.69747e-11,3.31142e-15,1117.8311212160631,1022.3291155711207,948.6447937077174,833.9313082049465,622.3524399616094,712.9697337724064,764.2906560182408
8,9,-12150.647658758684,2.64077e-05,4.60417e-11,4.60417e-11,1.21585e-15,1055.0472463293122,1135.8962245064658,1039.1635534006782,730.6986969960872,653.8660998167829,838.6975602015813,617.5944381284338
7,9,-13047.37218968443,7.11989e-05,4.78558e-11,4.78558e-11,3.40728e-15,1099.649845154951,1276.2618389851157,1172.1573358172739,578.7367257425256,775.7010267646675,780.8840057608412,828.2171716168407
3,9,-12749.191362148995,7.49232e-05,4.68303e-11,4.68303e-11,3.50868e-15,917.9527736796465,1323.2395811486904,1158.3001844433638,801.1383332952756,615.3927990045671,699.3166731567144,846.7374763462396
4,9,-13396.40796324811,7.32608e-05,1.96136e-11,1.96136e-11,1.43691e-15,1165.2395817325307,1309.516529572347,1139.1561293267318,733.2495403645477,764.4675890159172,832.0086652721058,747.3106313398745
5,9,-72835.26781731269,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.643153792786,7280.598921420087,-1660.3143595244148,3776.2073575187737,6910.523572590735,-2221.9216637705586,7051.358304338985
7,10,-13046.35548313199,7.1191e-05,4.78556e-11,4.78556e-11,3.40689e-15,1099.6191045909034,1276.1675427705945,1172.06283191472,578.6419087045183,775.697743086713,780.7894931810398,828.1223423175055
1,10,-12066.97819257218,7.04851e-05,4.69741e-11,4.69741e-11,3.31098e-15,1117.7368797059282,1022.2348999984105,948.5502442496141,833.8367488434629,622.2578374025242,712.8751410223836,764.1956400637664
4,10,-13395.24658225239,7.32532e-05,1.96101e-11,1.96101e-11,1.4365e-15,1165.2004364054155,1309.4228987706642,1139.0617048398562,733.1551127651811,764.372855637894,831.913988673463,747.242384033721
8,10,-12154.615091196154,3.96103e-05,4.60415e-11,4.60415e-11,1.82372e-15,1055.0192603548342,1135.868250516598,1039.1355475297985,730.6706813426478,653.8380885869312,838.6695512322415,617.5663510350255
5,10,-72687.93434102742,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.548835885145,7280.504603512447,-1629.0137478229449,3776.113039584725,6910.429254677436,-2180.0271268987212,7051.263986432288
3,10,-12747.864808932667,7.49145e-05,4.68299e-11,4.68299e-11,3.50824e-15,917.8585335842803,1323.1453292635856,1158.2056893123754,801.0437593145164,615.298182014842,699.2220325875123,846.6425533892221
1,11,-12065.51889218445,7.04757e-05,4.69735e-11,4.69735e-11,3.31049e-15,1117.6332140447798,1022.1312628684292,948.4462397419509,833.7327330270825,622.1537744837807,712.7710888936087,764.091123032593
7,11,-13045.2370561019,7.11822e-05,4.78555e-11,4.78555e-11,3.40646e-15,1099.5852832267205,1276.0638169346212,1171.9588782444089,578.5376099627103,775.694120043495,780.685529447008,828.0180301919864
5,11,-72528.90510683475,3.80458e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.445086186742,7280.400853814043,-1595.2325607561056,3776.009289857271,6910.325504972807,-2134.812445452746,7051.160236727659
8,11,-12154.478650027959,3.9611e-05,4.60414e-11,4.60414e-11,1.82374e-15,1055.0095156780526,1135.8585118321214,1039.1257933725083,730.6609214658728,653.8283317501549,838.659795058029,617.5565558572403
4,11,-13393.850390584112,7.32448e-05,1.96081e-11,1.96081e-11,1.43619e-15,1165.0974689797374,1309.3199038513162,1138.9578380080427,733.0512419908791,764.2686489220686,831.8100712117966,747.1673073282159
3,11,-12746.405625942214,7.4905e-05,4.68294e-11,4.68294e-11,3.50776e-15,917.754868960629,1323.0416521899706,1158.101745083287,800.9397279356812,615.1941033261444,699.1179278576403,846.5381376177544
1,12,-12063.913707334206,7.04654e-05,4.69728e-11,4.69728e-11,3.30996e-15,1117.5191818175167,1022.0172620254499,948.3318342128979,833.6183156290641,622.0393047025395,712.6566315519564,763.9761537276789
8,12,-12154.337154186562,3.96092e-05,4.60414e-11,4.60414e-11,1.82366e-15,1054.998796876567,1135.8477996757613,1039.1197405207854,730.6501860087022,653.8175991761113,838.6490632771132,617.5457815582405
7,12,-13043.785653216388,7.11716e-05,4.78551e-11,4.78551e-11,3.40592e-15,1099.5480711667694,1275.9497185150506,1171.8445285223188,578.4228813467216,775.5797908638451,780.571169339573,827.9032868539155
5,12,-72357.57910035206,3.80459e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.330961517356,7280.286729144657,-1558.8443083359637,3775.895165157072,6910.211380303421,-2086.1083179661327,7051.0461120514265
4,12,-13392.424586819743,7.32355e-05,1.95465e-11,1.95465e-11,1.4315e-15,1164.9842042408682,1309.2724942957589,1138.843584493048,732.936984139147,764.1540216487853,831.6957614333403,747.0847181589241
3,12,-12744.800513761202,7.48945e-05,4.68289e-11,4.68289e-11,3.50723e-15,917.6408378746125,1322.927607408994,1157.9874065454142,800.8252939895858,615.0796168827017,699.0034133395292,846.4232808397632
4,13,-13390.87569736967,7.32253e-05,1.95422e-11,1.95422e-11,1.43099e-15,1164.8593468893857,1309.2200618282404,1138.717641245347,732.811036121035,764.0276678946528,831.5697556681463,746.9935990380286
7,13,-13042.432359410353,7.11614e-05,4.78547e-11,4.78547e-11,3.40541e-15,1099.5071272301668,1275.8242102535228,1171.8400968103765,578.2966792414483,775.4540287662302,780.4453732213944,827.7770691820374
1,13,-12062.147973756459,7.04541e-05,4.6972e-11,4.6972e-11,3.30937e-15,1117.3937463675272,1021.8918610981726,948.2059888841625,833.4924564912438,621.9133879431743,712.530728601676,763.8496874922735
5,13,-72173.39339446204,3.80458e-07,4.99952e-11,4.99952e-11,1.90211e-17,7516.205424382287,7280.1611920108435,-1519.7308460656045,3775.7696279881084,6910.085843168352,-2033.7566130569976,7050.920574908825
8,13,-12154.181932799673,3.96086e-05,4.60413e-11,4.60413e-11,1.82363e-15,1054.9870057587125,1135.8360158675448,1039.1079374952951,730.6383764988558,653.8057928966533,838.6424034896547,617.5339293931204
3,13,-12743.034851868533,7.48829e-05,4.68283e-11,4.68283e-11,3.50664e-15,917.5154043076801,1322.8021587776054,1157.8616341537543,800.6994160211952,614.9536824226003,698.8774467419213,846.29693850951
1,14,-12060.205699849668,7.04416e-05,4.69713e-11,4.69713e-11,3.30873e-15,1117.2557666820846,1021.7539193877134,948.0675583320992,833.3540115777324,621.7748796459633,712.3922346659132,763.7105746333274
7,14,-13040.943590196828,7.11502e-05,4.78541e-11,4.78541e-11,3.40483e-15,1099.4620785430902,1275.6861518562964,1171.8352024564304,578.157857478011,775.315691149308,780.3069981818524,827.6382304334257
5,14,-71975.84131860234,3.80458e-07,4.99952e-11,4.99952e-11,1.9021e-17,7516.0673335337115,7280.023101162268,-1477.786279807339,3775.6315371008673,6909.947752318395,-1977.6155959280065,7050.782484050583
4,14,-13389.409539426237,7.32141e-05,1.9534e-11,1.9534e-11,1.43016e-15,1164.841504930341,1309.1623660217515,1138.5791057442389,732.6724946820204,763.8886815269241,831.431150016887,746.8933617909553
3,14,-12741.092667329693,7.48702e-05,4.68277e-11,4.68277e-11,3.506e-15,917.3774266936002,1322.6641645926236,1157.7232838324742,800.5609502559656,614.8151536879437,698.7388834845526,846.1579611176865
1,15,-12058.069122666191,7.04278e-05,4.69703e-11,4.69703e-11,3.30801e-15,1117.1039897875974,1021.6021842657078,947.9152854843294,833.2017221728698,621.6225212785309,712.2398920960738,763.5575512479865
4,15,-13387.79732590754,7.32018e-05,1.95249e-11,1.95249e-11,1.42926e-15,1164.8218298636132,1309.0988674444784,1138.4267198829184,732.5201013776034,763.7361299427763,831.2786838005019,746.7830906418791
5,15,-71764.49371230513,3.80455e-07,4.99952e-11,4.99952e-11,1.90209e-17,7515.915433592683,7279.87120122124,-1432.921532287751,3775.479637126421,6909.795852377367,-1917.5660404390705,7050.630584108036
7,15,-13039.305904643588,7.11379e-05,4.78535e-11,4.78535e-11,3.4042e-15,1099.412511316312,1275.5342868598477,1171.8297943631003,578.00515353823,775.1635196187938,780.1547847269564,827.4855068985534
3,15,-12738.956234982566,7.48562e-05,4.6827e-11,4.6827e-11,3.50529e-15,917.2256513181123,1322.5123709891436,1157.5710992385657,800.408637914213,614.6627722317214,698.586463901447,846.0050868980801
